ID,URL,Status,Description_short,Description,Cost_estimate,Type,Manager
0014074,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014074,COMPLETED-CONSTRUCTION,SR 198 -  Bridge Repl,"This project will replace the existing bridge on SR 198 over I-85, 3.0 miles southwest of Carnesville in Franklin County, Georgia. The total length of the project is approximately 0.19 miles. Traffic will utilize a detour route along SR 59, SR 51, and SR 63 while the new bridge is being constructed.",3352882.61,Replacement,Ashley Folmar
0014075,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014075,COMPLETED-CONSTRUCTION,I-85/SR 403 - Construction Of A Bridge,This project replaces the existing bridges on Interstate 85 over Indian Creek in Franklin County. The project will utilize an on-site detour and will have a construction duration of approximately 24 months.,16662560.63,Replacement,Ashley Folmar
0014076,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014076,COMPLETED-CONSTRUCTION,I-85 Widening Design Build - Phase 3,"The project consists of the replacement of the I-85 NB and SB bridges over Ridgeway Church Road in Commerce, GA. The new bridges will include two 12-foot lanes, 12-foot outside shoulders and 10 foot inside shoulders along with capacity for a third lane in each direction. The roadway approaches will include two 12-foot lanes in each direction, 14-foot overall outside shoulder with 12-foot paved, and 12-foot overall inside shoulder with 10-foot paved and 64-foot depressed grass median. Traffic will be staged in the median on a temporary bridge that will alternate NB & SB traffic during each respective bridge reconstruction. The proposed project length is 0.7 miles. This project will be Let with 0015245, which adds a third lane NB&SB to I-85 in this corridor. Project to be Let in June 2021.",8250000.0,Replacement,Kathe Ahmed
0014077,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014077,PRE-CONSTRUCTION,Lagrange Bypass From E Of CR 282/Youngs Mill Road To SR 1,"This project proposes new construction of a four-lane facility connecting SR 1/US 27 to CR 282/Youngs Mill Road and the existing LaGrange Bypass/North Davis Road. The proposed project was programmed in November 2015 at the request of the Office of Planning. The southern project limit be located at North Davis Road, 2100-ft east of the Youngs Mill Road and Davis Bypass intersection, where the project will tie into PI# 0014078. The northern project limit will tie into the existing four-lane section of US 27, approximately 1350-ft north of the intersection of US 27/SR 1 and the LaGrange Bypass. This project would also convert a sharp 90° curve on US 27 into a 3-way intersection. The total length of project is 2.0 miles.",47022099.22,New Construction,Shanda G. Marsh
0014078,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014078,PRE-CONSTRUCTION,Lagrange Bypass/N Davis RD From SR 14/US 29 To Youngs Mill RD,"This project is a widening of Davis Bypass/N Davis Road in LaGrange, as part of the greater LaGrange Bypass. The project is the middle section of 3 projects to allow traffic (trucks in particular), to circumvent the city without passing through downtown. PI 0014078 covers the 2.5 mile middle section, intersecting Hammett Road (currently stop controlled) and ending at SR 14.",46817630.05,Reconstruction/Rehabilitation,Shanda G. Marsh
0014079,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014079,PRE-CONSTRUCTION,SR 14 Spur From S Of SR 109 To SR 14/US 29,"The proposed project would widen SR 14 Spur/S. Davis Road from the intersection of SR 109/Lafayette Parkway to the intersection of SR 14/U.S. 29/Hogansville Road. In approximately 2,500 feet from SR 109/Lafayette Parkway, bridge structure (identification 285-0021-0) over the CSX railroad willalso be replaced. The project would total approximately 1.50 miles.",45890260.06,Reconstruction/Rehabilitation,Shanda G. Marsh
0014080,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014080,PRE-CONSTRUCTION,SR 314 From SR 139 To CR 1346/Flat Shoals Road,,32409000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014082,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014082,UNDER-CONSTRUCTION,SR 138 (Walnut Ave) At SR 81 (Leone Ave) -Construction Of Roundabout,"The purpose of this project is to improve operations at the intersection of State Route (SR) 81 and SR 138. SR 138 is a principal arterial and SR 81 is a minor arterial. They are both two lane facilities that have intermittent turn lanes, center two-way left turn lanes and sidewalks.",15033367.71,Reconstruction/Rehabilitation,Kesha Wynn
0014083,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014083,COMPLETED-CONSTRUCTION,US 80/SR 22 - Sign Upg,The purpose of this project is to upgrade the existing overhead signage on SR 22/US 80 in Muscogee County from the Alabmama State Line to SR 85/US 27 Alt all within existing right of way.,4788035.41,Safety,Antroy Singleton
0014085,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014085,UNDER-CONSTRUCTION,I-85/SR 403 - Signing Upgrades,"This project will replace overhead and post mounted signs along I-85 From approximately 0.3 miles south of the Alabama/Georgia State Line and extending north through Harris, Troup, Meriwether and Coweta Counties to a point approximately 0.8 miles north of CR 548/Collinsworth Road in Coweta County. All within the existing I-85 Right of Way.",7727858.75,Safety,Whitney Duncan
0014086,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014086,COMPLETED-CONSTRUCTION,I-75/SR 401 - Signing,This project will replace overhead and post mounted signs along I-75 From the Florida State Line To CR 361/Farmers Market Road in Crisp County.,8264626.74,Safety,Whitney Duncan
0014087,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014087,COMPLETED-CONSTRUCTION,I-75/SR 401 - Signing,"This project will replace overhead and post mounted signs along I-75 From CR 633/New Hope Rd/Glade Rd to the Tennessee State Line, all within the existing right of way.",4690483.97,Safety,Whitney Duncan
0014088,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014088,COMPLETED-CONSTRUCTION,I-520/SR 415 - Signing Upgrades,This project will replace overhead and post mounted signs on I-520 from 1-20 East of Augusta to I-20 West of Augusta.,5375565.83,Safety,Robert Reid
0014089,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014089,COMPLETED-CONSTRUCTION,I-185/SR 411 - Signing Upgrades,This project will replace overhead and post mounted signs along I-185 beginning approximately 0.3 miles south of SR 1/US 27 TO its intersection with I-85 in Troup County. All within the existing I-185 Right of Way.,1211155.45,Safety,Whitney Duncan
0014090,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014090,UNDER-CONSTRUCTION,I-75/SR 401 - Signing,"This project will replace overhead and post mounted signs along I-75 From SR 215 in Dooly County to CS 636/Bill Gardner Pkwy in Henry County, all within existing right of way.",18965421.15,Safety,Antroy Singleton
0014091,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014091,COMPLETED-CONSTRUCTION,I-675/SR 413 - Sign Upgs,This project will replace overhead and post mounted signs along I-675 From I-75 in Henry County to I-285 in DeKalb County including the I-285 Ramps. All within the existing I-675/I-285 Right of Way.,2526975.56,Safety,Whitney Duncan
0014122,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014122,PRE-CONSTRUCTION,Perimeter Road Ext From SR 53 To SR 9,New Construction Southwest of the Dawsonville Bypass from SR 9 to SR 53,28058985.33,New Construction,Albert V. Shelby III
0014123,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014123,COMPLETED-CONSTRUCTION,SR 107/SR 112 -  Widening & Rcns,"The project proposes to widen SR 107/SR 112 eastward just inside the eastern city limit of the City of Ashburn, beginning at the I-75 northbound ramps to just west of CR 181/Thompson Road. The project length is approximately 0.7 mile. The proposed typical section would consist of four 12 ft. travel lanes (two in each direction) with a 14 ft. flush median and 16 ft. urban shoulders with sidewalks. The required ROW is approximately 150 ft. for the western portion of the project, and approximately 225 ft. for the eastern portion of the project to provide for the protective buying for the future widening project PI 0014892. The additional lanes will be added/ dropped at the I-75 northbound ramps and tapered at the project end. Also, existing cross drains will be replaced as needed.",4369768.67,Reconstruction/Rehabilitation,Ameenah Bernadette Saleem
0014124,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014124,PRE-CONSTRUCTION,SR 81 From SR 142 To SR 138,,56964000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014125,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014125,PRE-CONSTRUCTION,SR 81 From SR 138 To SR 10/US 78,,70084000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014126,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014126,PRE-CONSTRUCTION,SR 81 From SR 20 To CR 461/CR 462/Bold Springs Road,,79772000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014127,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014127,PRE-CONSTRUCTION,SR 81 From CR 461/Bold Springs RD To CR 106/Punkin Junction RD,,50832000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014128,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014128,PRE-CONSTRUCTION,SR 142 From Nisshinbo Drive To SR 81,,37135000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014129,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014129,PRE-CONSTRUCTION,SR 11/129 From N Of CR 65/Nopone To SR 284,,47125181.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014131,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014131,COMPLETED-CONSTRUCTION,SR 20 - Reconstr & Widening,"This project is the widening and reconstruction of SR 20 in Cherokee County near Canton from east of Scott Rd to east of Union Hill Rd to six-lanes (three lanes in each direction) with a 20 foot raised median and urban shoulders. Access to side roads and driveways will be controlled by Restricted Crossing U-Turns (RCUTs) placed in the median; RCUT locations are shown in the layouts but may change based on preliminary design. Truck turnarounds are provided at certain RCUT locations based on consideration of adjacent facilities that may draw tractor trailers (factories, farms with chicken houses, landscaping or stone supply companies, etc. The total project length is about 2 miles. There are no bridges or other major structures.",48361781.86,Reconstruction/Rehabilitation,David B. Lott
0014132,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014132,PRE-CONSTRUCTION,SR 20 From CR 762/Union Hill RD To CR 765/East Cherokee Dr,"This project will improve SR 20 between Union Hill Road and East Cherokee Drive by widening the road to three lanes in each direction, adding a raised median for safety, and upgrading pedestrian and bicycle access. The improvements aim to reduce traffic congestion, enhance safety, and better accommodate future growth in the area. The project length is approximately 3.9 miles. L&D 4/2021",104692431.21000001,Reconstruction/Rehabilitation,Adolfo Villarroel
0014133,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014133,PRE-CONSTRUCTION,SR 20 From CR 765/East Cherokee Drive To SR 369,"This project will improve SR 20 between CR 765/EAST CHEROKEE DRIVE and SR 369 by widening the road to three lanes in each direction, adding a raised median for safety, and upgrading pedestrian and bicycle access. The improvements aim to reduce traffic congestion, enhance safety, and better accommodate future growth in the area. This project length is approximately 2.1 miles. L&D 4/2021",78779402.29,Reconstruction/Rehabilitation,Adolfo Villarroel
0014134,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014134,UNDER-CONSTRUCTION,Jerry Jones Dr/Eager RD(CS 1517) - Widen & Recon,"The proposed project will add a two-way left turn lane (TWLTL) on Jerry Jones Drive/Eager Road from West McRee Drive (approximately 40 feet north of West Alden Avenue) to Jaden Place (approximately 900 feet west of North Oak Street). Uniform mill/inlay and new pavement markings will be installed from Baytree Road to West McRee Drive and from Jaden Place to North Oak Street. The proposed typical section will consist of 11-foot through lanes, a 12-foot two-way left turn lane, 30-inch curb and gutter, a 2-foot grass strip and 5-foot sidewalks at all locations along the corridor where none currently exists.",47533485.339999996,Reconstruction/Rehabilitation,Cassius Octavius Edwards
0014159,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014159,COMPLETED-CONSTRUCTION,SR 16 - Construction Roundbout,The proposed project is located 4 miles east from the city of Jackson in Butts County. The project proposes to convert the intersection of SR 16 at Higgins Road/CR 301 to a single lane roundabout to reduce crash frequency and severity. The project is estimated to be 0.8 miles.,3436752.8200000003,Safety,Michelle Wright
0014160,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014160,COMPLETED-CONSTRUCTION,Ca - Rogers Bridge @ Chattahoochee River,"The project will provide the missing link between the Cities of Duluth & Johns Creek by restoring, rehabilitating, or replacing the bridge for bicycle & pedestrian access to Rogers Bridge Park in Duluth & the future Cauley Creek Park in Johns Creek. This project will also allow greater access to public spaces & parkland along the river, access to the Western Gwinnett Bikeway, & provide multi-jurisdictional bicycle & pedestrian connectivity to Fulton, Gwinnett & surrounding communities.",7971182.4,Enhancement,Bridget Deloris Thomas
0014167,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014167,COMPLETED-CONSTRUCTION,Shallowford Bridge RD(CR 38) - Construction Of A Bridge,"The proposed project will replace the existing truss bridge on CR 38 (Shallowford Bridge Road) over Toccoa River approximately 9.4 miles south of Blue Ridge, GA in Fannin County. The total project length is approximately 252 feet. The proposed bridge will be a truss bridge constructed on offset alignment approximately 150 feet south (downstream) of the existing bridge. The proposed bridge typical section will be two 9-foot lanes with a 2-foot shoulder on the left side and a 11-foot 6-inch shoulder (10-foot sidewalk) on the right side. The Benton MacKaye Trail crosses the existing bridge and will be relocated to the new bridge.",5166620.57,Replacement,Brent Blocker
0014168,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014168,UNDER-CONSTRUCTION,SR 34 - Bridge Cnst,"This project consists of two bridges on SR 34 in Heard County. Both of these bridges were designed using an H-15 vehicle, which is below current design standards. Both bridges are also classified as functionally obsolete due to their narrow deck width. The bridge on SR 34 over Chattahoochee River Tributary, Structure ID 149-0008-0, was built in 1936. The bridge consists of three (3) spans of Reinforced Concrete Deck Girders (RCDG¿s) on concrete caps with concrete piles. The deck is in fair condition. The substructure is in satisfactory condition. The bridge on SR 34 over Daniel Shoals, Structure ID 149-0009-0, was built in 1937. The bridge consists of three (3) spans of Reinforced Concrete Deck Girders (RCDG¿s) on concrete caps with concrete columns. The overall condition of this bridge would be classified as fair. The superstructure is in fair condition with minor deflection cracking.",11946169.33,Replacement,Cherral Marie Dempsey
0014169,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014169,COMPLETED-CONSTRUCTION,SR 128 - Construction Of A Bridge,The proposed project will replace the existing functionally obsolete bridge on SR 128 over Horse Creek. The proposed bridge will consists of two (2) ¿ 12 ft travel lanes and 6 ft shoulders. The proposed bridge will be offset to the east and traffic will be maintained on the existing bridge during construction with no detour required.,4896798.38,Replacement,Jonathan Barnett
0014170,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014170,COMPLETED-CONSTRUCTION,"SR 22 Spur -  Milling, Inlay, Plmx Rsrf, Construction Of A Bridge","The project will replace the existing bridge culvert carrying Weracoba Creek. The proposed roadway would consist of four 11-foot lanes and 4-foot bike lanes on each/both side(s). The west shoulder will consist of curb & gutter, a 2-foot grass strip, a 5-foot sidewalk and 2.5-foot grass strip behind the sidewalk for a total of 12 feet.",7154204.25,Replacement,Victor Gill
0014172,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014172,PRE-CONSTRUCTION,SR 124 From Ronald Reagan Pkwy To Sugarloaf Pkwy,The proposed projects will improve SR 124/ Scenic Highway (SR 124) from just north of the intersection of US 78/ SR 10 within the City of Snellville to just north of the intersection of Sugarloaf Parkway inside the City of Lawrenceville. P.I. Number 0006921 consists of SR124/Scenic Highway from US 78/ SR 10 to Ronald Reagan Pkwy. while P.I. Number 0014172 goes from Ronald Reagan Parkway to Sugarloaf Parkway. Both projects are located in Gwinnett County for a length of 4.4 miles (see Page 3 for a Project Location Map). SR 124/ Scenic Highway will be widened to three (two 11 ft. wide and one 12 ft. wide) travel lanes in each direction with a 16 ft. wide raised median and 11 to 16 ft. wide urban border areas. The urban border areas will contain either a 5 ft. wide sidewalk or a 10 ft. wide shared use path (SUP).,94944463.68,Reconstruction/Rehabilitation,Temitope Akinkunmi
0014173,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014173,PRE-CONSTRUCTION,SR 365/SR 419/US 23 @ CR 387/Mt Airy Road,,26387246.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014174,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014174,COMPLETED-CONSTRUCTION,Design-Build - Bridge Replacement Project,"Low impact Design-Build bridge replacement at 3 locations in District 1 and 1 location in District 2: Elbert, Hart, Stephenson and Wilkes counties. No roadway widening, no right-of-way and limited approach work included.",6691995.26,Replacement,Rick O'Hara
0014175,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014175,COMPLETED-CONSTRUCTION,Design-Build Bridge Replacement Project,"Low impact Design-Build bridge replacement at 2 locations in District 2 and 2 location in District 2: Jackson, Walton, Greene & Morgan counties. No roadway widening, no right-of-way and limited approach work included.",6918459.44,Replacement,C. Andrew Hoenig
0014176,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014176,COMPLETED-CONSTRUCTION,Design-Build Bridge Replacement Project,"Low impact Design-Build bridge replacement at 6 locations in District 3: Coweta, Harris, Marion, Pike, Meriwether and Crawfod Counties. No roadway widening and limited approach work included.",6738389.59,Replacement,C. Andrew Hoenig
0014177,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014177,COMPLETED-CONSTRUCTION,Design-Build Bridge Replacement Project,"Low impact Design-Build bridge replacement at 4 locations in District 4 and 1 location in District 5: Atkinson, Grady, Tift, Ben Hill and Ware counties. No roadway widening, no right-of-way and limited approach work included.",9459784.63,Replacement,C. Andrew Hoenig
0014178,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014178,COMPLETED-CONSTRUCTION,Design-Build Bridge Replacement Project,"Low impact Design-Build bridge replacement at 2 locations in District 2 and 4 location in District 5: Bacon, Laurens, Treutlen, Wayne, Wheeler and Telfair counties. No roadway widening, no right-of-way and limited approach work included. Wheeler County bridge replacement includes TIA funds.",9968870.59,Replacement,C. Andrew Hoenig
0014203,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014203,PRE-CONSTRUCTION,I-75 From I-475 To SR 155 - Commercial Vehicle Lanes,,4714934028.129999,New Construction,Porshia Renee Hayden
0014482,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014482,UNDER-CONSTRUCTION,Western Parallel Connector - New Road,"This project proposed is a new location roadway in unincorporated Henry County and the City of Stockbridge along the west side of I-75 from SR 920/Jonesboro Road to Hudson Bridge Road, a distance of 3.3 miles. The project begins at the existing 4-way intersection of Jonesboro Road and Mt. Olive Road and proceeds north on the existing alignment approximately 1600 feet before going on new location and ending at the existing intersection of Hudson Bridge Road. The roadway consists of 4-lanes (two in each direction) separated by an 18-foot raised median.",57520460.89,New Construction,Antoniette K Moseley
0014485,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014485,UNDER-CONSTRUCTION,US 221/SR 31 - Passing Lanes,"The project consists of adding passing lanes at four sites along SR 31 / US 221 northeast of Valdosta, Georgia in Lowndes and Lanier Counties. The passing lanes will be added through a symmetrical 6 foot widening on both sides of the existing pavement. The typical section of all sites will feature a 12 foot travel lane in both directions, with a 12 foot passing lane on the inside lane traveling in either direction dependent on the site with three lanes and 10 foot outside shoulders of which 2 feet is paved. Sites 1 and 2 are located in Lowndes County. Sites 1 and 2 are just south of Knight Academy Road. Site 1 is a northbound passing lane and Site 2 is a southbound passing lane. Sites 3 and 4 are located in Lanier County. Site 3 is a southbound passing lane that begins just south of Shiner Pond Road. Site 4 is a northbound passing lane that begins north side of the same Shiner Pond Road Intersection.",17503653.57,Reconstruction/Rehabilitation,Cassius Octavius Edwards
0014884,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014884,PRE-CONSTRUCTION,I-20 From Alabama State Line To SR 100,,38713140.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014885,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014885,PRE-CONSTRUCTION,I-20 From SR 100 To CR 348/Atlanta Ave,,39644803.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014886,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014886,PRE-CONSTRUCTION,I-20 From CR 348/Atlanta Ave/Haralson To SR 1/US 27/Carroll,,26408278.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014887,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014887,PRE-CONSTRUCTION,I-20 From SR 1/US 27 To SR 113,,68940666.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014888,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014888,PRE-CONSTRUCTION,I-20 From SR 113 To SR 61,,74270390.82,Reconstruction/Rehabilitation,Albert V. Shelby III
0014889,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014889,PRE-CONSTRUCTION,N Mcrae Byp From SR 27/US 341/Telfair To SR 30/US 441/Wheeler,,74300000.0,New Construction,Albert V. Shelby III
0014890,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014890,PRE-CONSTRUCTION,SR 107 From Waterloo Road/Turner To Cleveland Road/Irwin,,73800000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014891,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014891,PRE-CONSTRUCTION,SR 107 From W Of CR 264/Cleveland RD/Irwin To SR 11/Ben Hill,,87300000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014892,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014892,PRE-CONSTRUCTION,SR 107 From CR 250/Waterloo Road To I-75,SR 107 from CR 250/Waterloo Rd to I-75 is a widening project approximately 8 miles in length in Turner County. Project is created to improve the sub-standard horizontal clearance on I-75 created when I-75 was widened. The proposed widening is from I-75 to CR 250/Waterloo Highway from 2 lanes to 4 lanes.,44800000.0,Reconstruction/Rehabilitation,Shanda G. Marsh
0014893,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014893,PRE-CONSTRUCTION,I-85 From 0.26 MI N Of SR 109 To 1.63 MI N Of I-185,,33405839.83,Reconstruction/Rehabilitation,Albert V. Shelby III
0014894,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014894,PRE-CONSTRUCTION,SR 26 From SR 67/SR 73 To CS 802/Lovett Street In Statesboro,,23633000.0,Reconstruction/Rehabilitation,Albert V. Shelby III
0014895,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014895,COMPLETED-CONSTRUCTION,Bridge Replacement,Project PI #0014895 proposes to increase the vertical clearance between the bridge on State Route 247/US 41 (Pio Nono Avenue) and the Norfolk Southern Railroad tracks beneath. The existing vertical clearance from the top of rail to the bridge is below current Norfolk Southern Railroad standards. The project would raise the bridge approximately 9 inches,1842812.0,Replacement,Rick O'Hara
0014896,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014896,UNDER-CONSTRUCTION,Bass RD (CR 742) - Bridge Replc,"The project will replace the existing 26¿ wide bridge with a proposed 43¿ wide bridge over Norfolk Southern Railroad and Colonial Pipeline. The proposed bridge will be higher to meet minimum clearance over the railroad, thus there will be approximately 880¿ of roadway approach on either side of the bridge to tie back to the existing roadway grade. The roadway section will include 2-12¿ lanes and 8¿ rural shoulders (4¿ paved). The total project length is approximately 2000¿ (0.38 miles) long.",13901770.49,Replacement,Victor Gill
0014897,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014897,UNDER-CONSTRUCTION,I-16/SR 404 Eb & Wb - Construction Of A Bridge,No data found,No data found,No data found,No data found
0014899,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014899,COMPLETED-CONSTRUCTION,Bridge Replacement,Project PI #0014899 proposes to replace the structurally deficient steel and masonry viaduct on CR 5813 (College Street) over Norfolk Southern Railroad with a single-span concrete bridge. The existing vertical and horizontal clearances from the track to the inner curve of the arch do not meet current Norfolk Southern Railroad standards.,16656760.59,Replacement,Rick O'Hara
0014900,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014900,COMPLETED-CONSTRUCTION,SR 23 - Bridge Repl,"The proposed project will replace the existing SR 23 Bridges over Brier Creek and Brier Creek Overflow in Burke County. The new bridges will consist of two 12-foot lanes and 6-foot shoulders on both sides. The roadway section will include two 12-foot lanes wit a 10-foot rural shoulder (4-foot paved). The length of the proposed bridge replacement and associated roadway improvements is approximately 1400 feet. An offsite detour will be required to construct the new bridges. The project is located approximately 2.7 miles north of Sardis, Georgia.",8051172.109999999,Replacement,Recheal Mcmullin
0014901,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014901,COMPLETED-CONSTRUCTION,SR 37 - Construction Of A Bridge,"The project consists of replacement of the existing SR 37 bridge over Ochlockonee River. The total project length is 0.3 miles. The project is located in Colquitt County and a portion is within the City of Moultrie. The new bridge will include two 12-foot lanes and sidewalks for pedestrians. The roadway typical section consists of two 12¿ lanes with 16-foot border area including curb and gutter and 5-foot sidewalk. The bridge will be replaced at the same location as the existing structure. Traffic will be shifted to a temporary detour bridge to the north of the existing alignment. Once the new bridge is constructed and traffic is shifted to the newly constructed bridge, the detour bridge will be removed.",7713690.34,Replacement,Matthew Sanders
0014902,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014902,PRE-CONSTRUCTION,SR 62 @Breastworks Branch; @Dry Creek & @Dry Creek Overflow,"This project will replace the existing bridges on SR 62 over Breastworks Branch, Dry Creek, and Dry Creek Overflow outside of Blakely, Georgia with 3 new bridges consisting of 2 ¿ 12ft lanes, 8ft shoulders, and barrier. A temporary on-site detour bridge will be provided at Breastworks Branch location in order to construct the proposed bridge on existing alignment. An off-site detour will be required at Dry Creek and Dry Creek Overflow locations in order to construct the proposed bridges on existing alignment. The roadway between Dry Creek and Dry Creek Overflow bridges will be overlaid with surface course as part of this project.",2466000.0,Replacement,Matthew Sanders
0014903,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014903,COMPLETED-CONSTRUCTION,I-20/SR 402 - Bridge Rehab,This project will replace the existing eastbound and westbound bridges over Big Indian Creek to improve the structural integrity and hydraulic capacity and provide adequate shoulder widths for the bridges. The existing eastbound and westbound structures will be replaced in their current location and temporary bridges (120¿ x 30¿) will be constructed to maintain existing traffic. The project length is approximately 0.65 miles long.,10545111.81,Replacement,Recheal Mcmullin
0014904,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0014904,COMPLETED-CONSTRUCTION,SR 109 - Construction Of A Bridge,"The project proposes to replace the bridge on SR 109 @ Gola Creek in Pike County (located 1 mile E of Meansville). The total length of the project is approximately 1355¿, beginning 764 feet west of the existing bridge and ending 500¿ east of the existing bridge. The proposed bridge will be built in the same location as the existing bridge. The proposed bridge will be a 3-span bridge, approximately 90 ft long by 39.25 ft wide over Gola Creek and will be constructed on the existing alignment. Traffic currently utilizing SR 109 as a through route will utilize an off-site detour.",2513057.31,Replacement,kenneth Wicks
