ID,URL,County,Desc_short,Status,District,Cost_estimate,Desc_long,Manager,Type
0019096,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019096,Chattooga,SR 1/US 27 @ Chattooga River 1 MI SE Of Summerville,PRE-CONSTRUCTION,14,17150000.0,Bridge Replacement Project at SR 1/US 27 @ CHATTOOGA RIVER 1 MI SE OF SUMMERVILLE in Chattooga County.,Jasmine Chatman,Replacement
0019097,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019097,Pickens,SR 53 @ Long Swamp Creek 1 MI E Of Tate,PRE-CONSTRUCTION,11,7425000.0,Bridge Replacement over LONG SWAMP CREEK 1 MI E OF TATE,Tony Washington,Replacement
0019098,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019098,Pickens,SR 53 @ Long Swamp Creek 1.5 MI E Of Tate,PRE-CONSTRUCTION,11,6900000.0,Bridge Replacement over LONG SWAMP CREEK 1.5 MI E OF TATE,Tony Washington,Replacement
0019099,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019099,Terrell,SR 55 @ Clarks Millpond Dam,PRE-CONSTRUCTION,2,1560000.0,"This project consists of an earthen dam embankment repair and grading and spillway replacement at Clarks Millpond Dam located along SR 55/Herod Highway in Terrell County, Georgia.",Anthony T. Tate,Reconstruction/Rehabilitation
0019100,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019100,Fannin,SR 60 @ Toccoa River,PRE-CONSTRUCTION,9,1410000.0,The purpose of this project is to repair the slope along the Toccoa River adjacent to SR 60. 0.4-mile-long gabion-faced soil nail wall is proposed to be built.,Supriya S. Kamatkar,Reconstruction/Rehabilitation
0019102,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019102,Lumpkin,Garwood Lake Dam Decommission & Removal,PRE-CONSTRUCTION,7,1985000.0,"This project will decommission Garwood Lake Dam. The dam is an earthen embankment, approximately 276 feet long and 36 feet tall. The crest is an average of 30 feet wide and oriented roughly east to west. The upstream and downstream slope is about 3H:1V. The principal spillway consists of a corrugated metal pipe (CMP) riser intake and a 10-inch CMP exiting near the downstream toe. The dam currently impounds a lake and unnamed tributary of the Etowah River. Decommissioning is intended to restore the natural drainage of the watershed, removing the pond and risk associated with water storage as well as long term dam maintenance requirements.",Kesha Wynn,Reconstruction/Rehabilitation
0019103,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019103,Pickens,SR 136 @ CR 594/Big Oak Drive,PRE-CONSTRUCTION,11,1208774.19,In place culvert replacement along SR 136 at CR 594/Big Oak Drive in Pickens County.,Galen D. Barrow,Reconstruction/Rehabilitation
0019104,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019104,Pickens,SR 136 @ 0.40 MI NW Of CR 198/Swan Bridge Road,PRE-CONSTRUCTION,11,1911000.0,In place culvert replacement along SR 136 approximately 0.40 mile NW of CR 198/Swan Bridge Road in Pickens County.,Galen D. Barrow,Reconstruction/Rehabilitation
0019105,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019105,Berrien,SR 76 @ CS 831/S Dogwood Drive,PRE-CONSTRUCTION,8,1700000.0,This project proposes to construct a roundabout at the intersection of SR 76 @ CS 831/S Dogwood Drive in Berrien County. The project type identified at programming is subject to further analysis.,Darrius Lee,Reconstruction/Rehabilitation
0019109,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019109,Banks,CR 231/Yonah Homer RD @ Hudson River Trib 6.8 MI NW Of Homer,PRE-CONSTRUCTION,9,2575000.0,Bridge Replacement on CR 231/YONAH HOMER RD @ HUDSON RIVER TRIB 6.8 MI NW OF HOMER,Micheal Abebe,Replacement
0019110,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019110,Banks,CR 231/Yonah Homer RD @ Hudson River 6.4 MI NW Of Homer,PRE-CONSTRUCTION,9,2625000.0,Bridge Replacement on CR 231/YONAH HOMER RD @ HUDSON RIVER 6.4 MI NW OF HOMER,Micheal Abebe,Replacement
0019111,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019111,Banks,CR 62/Sims Bridge Road @ Grove Creek 8.1 MI SE Of Homer,PRE-CONSTRUCTION,9,3975000.0,Bridge Replacement on CR 62/SIMS BRIDGE ROAD @ GROVE CREEK 8.1 MI SE OF HOMER,Micheal Abebe,Replacement
0019112,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019112,Banks,CR 63/Duncan Road @ Hudson River Trib 9.9 MI SE Of Homer,PRE-CONSTRUCTION,9,2300000.0,Bridge Replacement on CR 63/DUNCAN ROAD @ HUDSON RIVER TRIB 9.9 MI SE OF HOMER,Micheal Abebe,Replacement
0019113,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019113,Elbert,CR 37/Eliam Road @ Wahachee Creek 5 MI S Of Middleton,PRE-CONSTRUCTION,10,2175000.0,Bridge Replacement at CR 37/ELIAM ROAD @ WAHACHEE CREEK 5 MI S OF MIDDLETON,Brent Blocker,Replacement
0019114,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019114,Elbert,CR 179/Brown Brothers Road @ Little Beaverdam Creek,PRE-CONSTRUCTION,10,2175000.0,"This bridge (105-5040-0; Brown Brothers Rd at Little Beaverdam Creek) was built in 1947, and located in Elbert County. The bridge consists of a single span of steel girders on abutments that are mud sills and beam ends are encased in concrete. The County provided a letter of Support for the project. Due to the posted load restrictions, the bridge is scour critical, erosion at both banks, replacement is recommended. GDOT has a strategic goal to replace 30 locally owned bridges per fiscal year.",Brent Blocker,Replacement
0019115,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019115,White,CR 4/Webster Lake Road @ White Creek 7.7 MI SE Of Cleveland,PRE-CONSTRUCTION,9,3150000.0,Bridge Replacement project at CR 4/WEBSTER LAKE ROAD over WHITE CREEK 7.7 MI SE OF CLEVELAND.,Victor Gill,Replacement
0019116,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019116,White,CR 74/Roy Powers RD @ Brasstown Creek 7.2 MI E Of Cleveland,PRE-CONSTRUCTION,9,1875000.0,Bridge Replacement at CR 74/ROY POWERS RD over BRASSTOWN CREEK 7.2 MI E OF CLEVELAND.,Victor Gill,Replacement
0019117,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019117,Burke,CR 457/Thompson Bridge RD @ Briar Creek 8 MI E Of Waynesboro,PRE-CONSTRUCTION,12,4750000.0,BRIDGE REPLACEMENT ON CR 457/THOMPSON BRIDGE RD OVER BRIAR CREEK 8 MI E OF WAYNESBORO,Timothy Evans,Replacement
0019118,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019118,Putnam,CR 294/Godfrey Road @ Glady Creek 3.5 MI NW Of Eatonton,PRE-CONSTRUCTION,10,3078000.0,Bridge Replacement at CR 294/GODFREY ROAD @ GLADY CREEK 3.5 MI NW OF EATONTON. Expanded Description once concept report is provided.,Kiana Byrd,Replacement
0019119,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019119,Putnam,CR 216/Oconee Springs RD @ Crooked Crk 6.5 MI E Of Eatonton,PRE-CONSTRUCTION,10,3797022.0,BR REPL on CR 216/OCONEE SPRINGS RD @ CROOKED CRK 6.5 MI NW OF EATONTON. Exp Description will be provided when concept report is submitted.,Kiana Byrd,Replacement
0019120,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019120,Lamar,CR 217/Van Buren Road @ Little Towaliga River,PRE-CONSTRUCTION,3,3525000.0,Bridge replacement project @ CR 217/VAN BUREN ROAD @ LITTLE TOWALIGA RIVER,Michael Carter,Replacement
0019121,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019121,Lamar,CR 51/Cannafax Farm Road @ Little Potato Creek,PRE-CONSTRUCTION,3,1875000.0,Bridge replacement project @ CR 51 (CANNAFAX FARM ROAD) / LITTLE POTATO CREEK,Michael Carter,Replacement
0019122,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019122,Lamar,CR 77/Etheridge Mill Road @ Potato Creek 2 MI W Of Milner,PRE-CONSTRUCTION,3,2400000.0,Bridge replacement project @ CR 77/ETHERIDGE MILL ROAD @ POTATO CREEK 2 MI W OF MILNER,Michael Carter,Replacement
0019123,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019123,Pike,CR 25/Williams Mill Road @ Little Potato Creek Trib,PRE-CONSTRUCTION,3,1875000.0,Bridge replacement at CR 25/WILLIAMS MILL ROAD @ LITTLE POTATO CREEK TRIB Pike: 0.40 miles,Tynise Woods,Replacement
0019124,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019124,Baker,CR 47/Hoggard Mill Road @ Big Cypress Creek,PRE-CONSTRUCTION,2,1730000.0,Bridge replacement @ CR 47/HOGGARD MILL ROAD @ BIG CYPRESS CREEK,Odette Simmons,Replacement
0019125,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019125,Brooks,CS 650/Park Street @ Jones Creek Trib,PRE-CONSTRUCTION,8,1330000.0,Bridge Replacement project CS 650/Park Street @ Jones Creek Trib.,Odette Simmons,Replacement
0019126,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019126,Colquitt,CR 480/Lower Meigs Road @ Bridge Crk & @ Bridge Crk Overflow,PRE-CONSTRUCTION,8,7623000.0,Bridge Replacement @ CR 480/LOWER MEIGS ROAD @ BRIDGE CRK & @ BRIDGE CRK OVERFLOW,Odette Simmons,Replacement
0019127,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019127,"Colquitt , Cook",Roundtree Bridge Road @ Little River 4.1 MI NE Of Ellenton,PRE-CONSTRUCTION,8,5200000.0,"Bridge replacement at ROUNDTREE BRIDGE ROAD @ LITTLE RIVER 4.1 MI NE OF ELLENTON Colquitt, Cook - 0.40 miles",Odette Simmons,Replacement
0019128,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019128,Crisp,CS 718/Frontage Road @ Cedar Creek Trib 3 MI SE Of Cordele,PRE-CONSTRUCTION,8,1875000.0,Bridge replacement - CS 718/FRONTAGE ROAD @ CEDAR CREEK TRIB 3 MI SE OF CORDELE,Odette Simmons,Replacement
0019129,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019129,Seminole,CR 225/Burl Lane Road @ Dry Creek Trib,PRE-CONSTRUCTION,2,2300000.0,Bridge replacement @ CR 225/BURL LANE ROAD @ DRY CREEK TRIB,Odette Simmons,Replacement
0019130,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019130,Gwinnett,US 29/SR 316 - Its Expan,UNDER-CONSTRUCTION,9,1672740.7,This project proposes Expansion of fiber path on SR 316 from Harrington Rd to SR 20. The project is 5.79 miles in length.,Jagpreet Ghuman,Reconstruction/Rehabilitation
0019131,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019131,Fulton,SR 92 @ CS 1441/Crabapple Road,PRE-CONSTRUCTION,7,2614087.0,The proposed improvement includes: Reconfiguring the intersection into a Median U-Turn intersection where all left turning movements will be redirected to new signalized U-turn locations along SR 92 east and west of the main intersection. Dual right turns will be provided at Crabapple Rd NB and SB at the main intersection and widening at the u-turn locations will occur to allow for truck u-turning movements.,Stenley K. Mack,Reconstruction/Rehabilitation
0019132,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019132,Cobb,SR 3/US 41 @ SR 120,PRE-CONSTRUCTION,11,1257150.99,"The proposed improvement includes: Restriping along SR 3/Cobb Pkwy to provide SB triple left turn lanes and an additional NB thru lane. Additionally, WB dual right turn lanes will be constructed along SR 120 WB.",Tahirah Slaughter,Reconstruction/Rehabilitation
0019133,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019133,Fulton,SR 13 @ CS 434/Lenox Road & @ CS 3465/Sidney Marcus Blvd,PRE-CONSTRUCTION,6,1770600.0,"The proposed improvement includes: Constructing an additional left turn lane turns from Lenox Rd NB onto SR 13 SB and from Sidney Marcus Blvd EB onto SR 13 NB. Additionally, restriping will be completed along Lenox Rd at the I-85 interchange to improve the lane alignment.",Arteria Dixie,Reconstruction/Rehabilitation
0019134,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019134,Fulton,SR 3 @ CS 4/West Paces Ferry Road,PRE-CONSTRUCTION,6,1399000.0,The proposed improvement includes: Restriping to provide NB and SB dual left turn lanes on SR 3/Northside Pkwy and restriping under the I-75 overpass to provide two EB thru lanes and EB dual right turn lanes.,Arteria Dixie,Reconstruction/Rehabilitation
0019135,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019135,Muscogee,SR 1/US 27 @ SR 22/SR 540/US 80,PRE-CONSTRUCTION,3,2367605.5,"The proposed improvement includes: Constructing signalized dual right turn lanes along the SR 22 EB exit ramp and dual left turn lanes along the SR 22 WB exit ramps. Also, the SR 1/Veterans Pkwy NB right turn lane at the SR 22 WB ramps will be realigned to improve sight distance.",Leo Perez,Reconstruction/Rehabilitation
0019136,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019136,"Forsyth , Fulton",SR 141 From Johns Creek Pkwy/Forsyth To Hospital Pkwy/Fulton,PRE-CONSTRUCTION,7,7604377.03,The project will construct an additional northbound and southbound through lane on SR 141 between Hospital Parkway/East Johns Crossing and Johns Creek Parkway (North). An RCUT will be constructed at the SR 141 and Johns Creek Town Center Driveway intersection. A 10-ft wide shared-use path will also be installed along northbound SR 141 between Hospital Parkway/East Johns Crossing and north of Johns Creek Parkway to accommodate pedestrian and bicycle traffic. The total project length along SR 141 will be approximately 0.8 mile.,Chidurum Ekeke,Reconstruction/Rehabilitation
0019137,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019137,Jackson,SR 11/US 129 @ I-85 Sb & Nb Ramps,PRE-CONSTRUCTION,9,2103889.95,"The proposed improvement includes providing dual SR 11 westbound left turn lanes at the I-85 southbound ramps intersection by removing the concrete median, extending the SR 11 westbound left turn storage beyond the I-85 northbound ramps intersection, widening the I-85 southbound entrance ramp to accommodate two receiving lanes, and widening I-85 northbound exit ramp to provide dual right turn lanes.",Shari Williams,Reconstruction/Rehabilitation
0019138,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019138,Chatham,SR 17 @ I-95 Eb & Wb Ramps,PRE-CONSTRUCTION,1,867299.35,The proposed improvement includes widening the I-95 NB Exit Ramp to the north to provide dual left turn lanes onto SR 17. This widening will remain in the right-of-way and will require the relocation of a power pole and signal cabinet.,Lakisha Carter,Reconstruction/Rehabilitation
0019139,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019139,Richmond,SR 121/US 25 @ I-520 Sb & Nb Ramps,PRE-CONSTRUCTION,12,2308460.06,"The proposed improvement includes: Providing a dual NB left turn lane on SR 121 to I-520 WB entrance ramp by restriping the existing lanes, widening the I-520 EB Exit Ramp onto Windsor Spring Road to provide two EB through lanes, widening Windsor Spring Road SB to provide a right turn lane onto I-520 WB, and widening the I-520 WB approach at Windsor Spring Road to provide an exclusive WB left turn lane.",Lakisha Carter,Reconstruction/Rehabilitation
0019140,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019140,Chatham,SR 204 @ I-95 Eb & Wb Ramps,PRE-CONSTRUCTION,1,2018848.54,The proposed improvement includes adding a dual WB left turn lane on SR 204 to I-95 SB entrance ramp. A 150 ft storage with 50 ft taper will be added by narrowing the existing median. This will require widening the I-95 SB entrance ramp to two lanes. Two lanes will be maintained for approximately 500 ft followed by a 600 ft taper back to one lane. The existing channelized island for SB right turns will be reconstructed to provide more turning space for trucks.,Susan Smith,Reconstruction/Rehabilitation
0019177,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019177,All Counties,Various Locs - (Awsc) Signing Upgrades,UNDER-CONSTRUCTION,1,641215.09,This project proposes to install All Way Stop Control Signs (AWSC) at 29 locations in district 3.,Tahirah Slaughter,Safety
0019178,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019178,All Counties,Various Locs - (Awsc) Signing Upgrades,COMPLETED-CONSTRUCTION,1,533819.95,This project proposes to install All Way Stop Control (AWSC) signs at 21 locations in district 6.,Tahirah Slaughter,Safety
0019181,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019181,Jenkins,SR 21 @ NS #620272Y,PRE-CONSTRUCTION,12,26635800.0,"This is a bridge construction project to provide grade separation for SR 21/Millen Bypass and Norfolk Southern Railroad. The proposed project is located near the northern boundary of the city of Millen in Jenkins County, Georgia. The proposed project extends approximately 0.4 miles along SR 21/Millen Bypass between SR 121/US 25 on the west and Perkins Road/Harvey Street on the east and will provide a grade separation at the Norfolk Southern Railroad crossing. The proposed bridges will span over both the existing and future railroad tracks as well as the railroad access road and will be constructed on the same alignment along SR 21/Millen Highway. The proposed 3-span bridges will be 180-ft long, consisting of two 12-ft lanes with 10-ft outside and 6-ft inside shoulders in each direction.",Travis S. McDonald,Reconstruction/Rehabilitation
0019184,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019184,Candler,CS 681/Fortner Road @ Mill Branch 1.5 MI S Of Metter,PRE-CONSTRUCTION,12,1975000.0,BRIDGE REPLACEMENT ON CS 681/FORTNER ROAD OVER MILL BRANCH 1.5 MI S OF METTER,Timothy Evans,Replacement
0019185,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019185,Candler,CR 221/Ollifftown RD @ Fifteen Mile Creek 9.6 MI N Of Metter,PRE-CONSTRUCTION,12,3375000.0,BRIDGE REPLACEMENT ON CR 221/OLLIFFTOWN RD OVER FIFTEEN MILE CREEK 9.6 MI N OF METTER,Timothy Evans,Replacement
0019186,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019186,Effingham,CR 307/Long Bridge RD @ Ebenezer Creek 4 MI E Of Springfield,PRE-CONSTRUCTION,12,4975000.0,BRIDGE REPLACEMENT ON CR 307/LONG BRIDGE RD OVER EBENEZER CREEK 4 MI E OF SPRINGFIELD,Timothy Evans,Replacement
0019187,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019187,Murray,CR 309/Old US 411 @ Willbanks Branch 10 MI SE Of Chatsworth,PRE-CONSTRUCTION,14,2175000.0,This is Bridge Replacement project at CR 309 / Willbanks Branc16h.,Sumit Gevaria,Replacement
0019188,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019188,Murray,CR 299/Ccc Camp Road @ Emery Creek 6.5 MI SE Of Crandall,PRE-CONSTRUCTION,14,2150000.0,This is Bridge Replacement project at CR 299 / Emery Creek.,Sumit Gevaria,Replacement
0019190,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019190,Murray,CR 256/Hasslers Mill RD @ Mill Creek 5.1 MI NE Of Chatsworth,PRE-CONSTRUCTION,14,1875000.0,Bridge Replacement over MILL CREEK 5.1 MI NE OF CHATSWORTH,Tony Washington,Replacement
0019191,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019191,Walker,CR 26/Manning Mill Road @ Greenbush Branch SE Of Lafayette,PRE-CONSTRUCTION,14,2610000.0,"This is a bridge replacement project in Walker County along CR 26/Manning Mill Road @ Greenbush Branch Southeast of Lafayette, Georgia. An offsite detour is anticipated to be used during the replacement of this two-lane structure.",Matthew Sanders,Replacement
0019192,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019192,Walker,CR 26/Manning Mill Road @ West Armuchee Creek Trib,PRE-CONSTRUCTION,14,2660000.0,This is a bridge replacement project in Walker County along CR 26/Manning Mill Road @ West Armuchee Creek Tributary. An offsite detour is anticipated to be used during the replacement of the two lane existing structure.,Matthew Sanders,Replacement
0019193,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019193,Walker,CR 48/Lee School Road @ Cane Creek 5.7 MI S Of Lafayette,PRE-CONSTRUCTION,14,2300000.0,"District 6. Bridge Replacement, at CR 48/LEE SCHOOL ROAD @ CANE CREEK 5.7 MI S OF LAFAYETTE. In-house Design.",Tushar Raiyani,Replacement
0019194,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019194,Walker,CR 107/Andrews Lane @ West Chickamauga Creek W Of Lafayette,PRE-CONSTRUCTION,14,2560000.0,"This is a bridge replacement project in Walker County along CR 107/Andrews Lane @ West Chickamauga Creek West of Lafayette, Georgia. An offsite detour is anticipated to be used during the replacement of this existing two-lane structure.",Matthew Sanders,Replacement
0019195,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019195,Walker,CR 112/West Cove RD @ Trickum Branch 8.2 MI W Of Lafayette,PRE-CONSTRUCTION,14,2560000.0,"This is a bridge replacement project in Walker County along CR 112/West Cove Road @ Trickum Branch located 8.2 miles west of Lafayette, Georgia. An offsite detour is anticipated to be used during the replacement of this existing two-lane structure.",Matthew Sanders,Replacement
0019196,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019196,Walker,CR 716/Hog Jowl Road @ Pocket Branch 6.4 MI W Of Lafayette,PRE-CONSTRUCTION,14,1883000.0,Bridge Replacement Project at CR 716/HOG JOWL ROAD @ POCKET BRANCH 6.4 MI W OF LAFAYETTE,Tushar Raiyani,Replacement
0019197,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019197,Toombs,SR 4 - Widening & Recon,UNDER-CONSTRUCTION,12,63311078.39,SR 4 FROM S OF CR 386/GREEN OAK RD TO CS 637/MCDILDA RD,Robert Lester Johnson,Reconstruction/Rehabilitation
0019198,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019198,Monroe,Various Locations - Signing & Pvmt Mkg Upgrades,UNDER-CONSTRUCTION,8,94615.98,The proposed project will provide signing and striping upgrades to approximately 3.6 miles of High Falls Rd in Monroe County. The project has a total project length of 3.6 miles.,Lakeshia Denise Osborn,Safety
0019202,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019202,Fulton,CS 3695/Peachtree St From Ellis St To Baker St - LCI,PRE-CONSTRUCTION,5,16750000.0,"Located in the City of Atlanta, the project begins at Marietta Street and concludes at North Avenue (SR 8). The project intends to reconfigure Peachtree Street from a traditional curbed asphalt road section with sidewalks on both sides to a Complete Street corridor. The project is approximately 1.23 miles. Other elements of the project include project crossing I-85; bridge potentially.",Rodney Leverette,Reconstruction/Rehabilitation
0019204,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019204,Barrow,Winder Bicycle & Pedestrian Improvements @ 5 Locs - LCI,PRE-CONSTRUCTION,10,2410000.0,"Located in the city of Winder, the project under 0019204 is located at multiple locations, beginning at the north side of Lily Drive and ending at South Jackson Street. The project intends to build sidewalks at multiple locations. The project is approximately 1.5 miles.",Michael Lawing,Enhancement
0019205,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019205,Cherokee,CR 8998/Bells Ferry RD From Victory Drive To Summer Drive-LCI,PRE-CONSTRUCTION,11,24223026.88,"The project is located in Cherokee County, Georgia and proposes to construct a 10-foot-wide shared-use path along Bells Ferry Road from approximately 300 feet southeast of Summer Drive to Victory Drive. At Victory Drive, it will adjoin and intersect with the shared-use path included as part of Bells Ferry Road/CR 770 widening project (PI# 0013526). The total project length is approximately 3.5 miles.",Felecia Basolo,Enhancement
0019206,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019206,Cherokee,Holly St From Old Holly Springs RD To Holly Springs Pkwy-LCI,PRE-CONSTRUCTION,11,9476643.0,Shared use Path Holly St From Old Holly Springs Road to Holly Springs PKWY=LCI,Victor Gill,Enhancement
0019207,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019207,Cobb,Powder Springs Silver Comet Trail Connector - LCI,PRE-CONSTRUCTION,6,2105000.0,"Located in the City of Powder Springs, the project begins at Pineview Drive Southwest running along Jackson Way as well as Old Lost Mountain Road. It concludes at Silver Comet Trail. The project intends to build a shared use path the side of the roadway is undetermined. The project will widen the crosswalks at intersections, as well as install appropriate signage for the shared use path. The project is approximately 0.45 mile long.",Alexander Salazar,Enhancement
0019208,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019208,DeKalb,New Peachtree RD From Stewart RD To Oakcliff RD - Phase II - LCI,PRE-CONSTRUCTION,4,2750550.0,"The project envisions three primary components: a protected crossing for pedestrians and cyclists at the Stewart Road intersection that would allow two one-way bicycle lanes to transfer to the north side of the street, an extension of the northern sidewalk across the I-285 bridge to allow two-way shared bicycle and pedestrian travel separated from the roadway, and the multi-use path itself, continuing to the east to Oakcliff Road.",Ryan Capone,Enhancement
0019209,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019209,DeKalb,N Shallowford RD From Chamblee Dunwoody RD To Cotillion Dr-LCI,PRE-CONSTRUCTION,4,4525000.0,The project is in the city of Dunwoody. The project is along North Shallowford Road. It begins at the intersection of Cotillion Drive/North Shallowford Road. It ends at the intersection of Chamblee Dunwoody Road/ N Shallowford Road/ Peeler Road. The project intends to build a 12 foot wide shared use path on both sides of North Shallowford Road. The proposed typical section will maintain 3 existing vehicle lanes but will reduce the turn center turn lane to 12 feet and the travel lanes to 10 feet. On one shoulder of the road there will be a 5-foot-wide landscape buffer with street trees and pedestrian lighting and a 6- foot sidewalk. The opposite shoulder will also have a landscape buffer with a 12-foot wide shared-use path.,Alexander Salazar,Enhancement
0019210,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019210,Douglas,Fairburn Road From CS 578/Hospital Drive To SR 5/SR 8 - LCI,PRE-CONSTRUCTION,6,14000000.0,"This project is in Douglas, GA. It is proposed to revise and transform the Fairburn Road Corridor from Veterans Memorial Highway to the new SR 92. Complete street project with 10ft. shared use paths, 5ft. one-way buffer cycle tracks, road diet (5-lane section into 2-lane roadway), raised intersections, enhanced wayfinding and gateway signage.",April Mckown,Enhancement
0019212,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=0019212,Gwinnett,Buford Trail Ext From S Lee Street To SR 13 - Phase II - LCI,PRE-CONSTRUCTION,9,25601477.2,Construct 10-ft shared use path along Suwanee Creek from Old SR 20 near s. Lee Street to SR 13 (Buford Highway ) and a pedestrian bridge over SR 13.,Michael Lawing,Enhancement
